Organization Name,Organization Name URL,Growth Category,Postal Code,Full Description,Actively Hiring,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Investments,Founders,IPO Status,CB Rank (Organization),CB Rank (School),Last Funding Date,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Industry Groups,Investment Stage,Headquarters Regions,Website,LinkedIn,Contact Email,Number of Employees
Paques Biomaterials,https://www.crunchbase.com/organization/paques-biomaterials,Growing,8561,Paques Biomaterials provides a solution to microplastics. It developed a technique for generating PHA polymers using circular feedstocks.,,Biotechnology,"Balk, Friesland, The Netherlands",Paques Biomaterials provides a solution to microplastics.,"52,489",2021-01-01,year,,,Private,"53,855",,2024-01-27,1,Seed,14000000,EUR,15209010,Seed,14000000,EUR,15209010,14000000,EUR,15209010,Seed,14000000,EUR,15209010,"Invest-NL, NV NOM",2,"Biotechnology, Science and Engineering",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.paquesbiomaterials.nl,https://www.linkedin.com/company/paques-biomaterials,info@paquesbiomaterials.nl,1-10
Sqill,https://www.crunchbase.com/organization/sqill,,,"Sqill provides a mobile application that offers video editing processes and creates new content for social media through video editing. It also offers watermarks, advertising, and slow motion replay features.",,"Social Media, Sports, Video Streaming","Lisboa, Lisboa, Portugal",Sqill is a video app that offers content creation for athletes.,"52,516",2020-01-01,year,,"Afonso Coimbra, André Gonçalves, Rui Ascenso, Tiago Trindade",Private,"53,882",,2024-07-22,2,Seed,2000000,EUR,2178144,Seed,2100000,EUR,2294112,2000000,EUR,2178144,Seed,2100000,EUR,2294112,"GED Ventures Portugal, Demium Capital",2,"Content and Publishing, Internet Services, Media and Entertainment, Sports, Video",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://sqill.so,https://www.linkedin.com/company/sqill-so,social@sqill.so,11-50
Neobe Therapeutics,https://www.crunchbase.com/organization/neobe-therapeutics,Growing,W12 8EZ,,,"Clinical Trials, Health Care, Medical, Therapeutics","London, England, United Kingdom","Neobe Therapeutics provides immunotherapies, clinical trials, research, and tumor-colonizing bacteria engineering services.","52,647",2021-01-01,year,,"Annelise Soulier, Pedro Correa de Sampaio",Private,"54,015",,2024-02-29,2,Seed,2340000,USD,2340000,Seed,2340000,USD,2340000,2340000,USD,2340000,Seed,2340000,USD,2340000,"Innovate UK, Deep Science Ventures, 2048 Ventures, Cancer Research Horizons, Pioneer Group",6,Health Care,,"Europe, Middle East, and Africa (EMEA)",https://www.neobetherapeutics.com,https://www.linkedin.com/company/neobe-therapeutics,,1-10
STAGE,https://www.crunchbase.com/organization/stage-6bb6,,,"STAGE is a music competition platform that is always active, allowing fans to vote for their favourite singers and discover new potential.",,"Information Technology, Internet","Lisbon, Lisboa, Portugal",STAGE is a music competition platform.,"52,680",2021-01-01,year,,,Private,"54,049",,2024-06-14,2,Seed,2400000,USD,2400000,Seed,2400000,USD,2400000,2400000,USD,2400000,Seed,2400000,USD,2400000,"Kraken, Solana, Moonrock Capital, Cogitent Ventures, Kangaroo Capital",11,"Information Technology, Internet Services",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.stage.community/,https://www.linkedin.com/company/stagecommunity/about,,11-50
Tulipshare ltd,https://www.crunchbase.com/organization/tulipshare-ltd,,,"Tulipshare is a groundbreaking activist investor platform, revolutionizing the way retail investors engage with corporations. We empower individuals to advocate for positive change in corporate governance, democratizing shareholder activism. Our platform offers intuitive tools for creating and joining activism campaigns, fostering community collaboration, and accessing educational resources. By amplifying the voices of retail investors, Tulipshare aims to drive meaningful impact and contribute to a more sustainable and equitable future.",,"Financial Services, FinTech, Impact Investing, Sustainability","London, England, United Kingdom",Tulipshare: Pioneering activist platform fostering impactful projects for positive global change.,"52,796",2020-09-10,day,,Antoine Argouges,Private,"54,165",,2023-12-07,2,Seed,10800000,USD,10800000,Seed,11800000,USD,11800000,10800000,USD,10800000,Seed,11800000,USD,11800000,"Speedinvest, Purple",2,"Financial Services, Lending and Investments, Sustainability",,"Europe, Middle East, and Africa (EMEA)",https://tulipshare.uk,https://www.linkedin.com/company/tulipshare-ltd/,admin@tulipshare.uk,11-50
Bankflip,https://www.crunchbase.com/organization/bankflip,,,,,"Finance, Financial Services, Information Technology","Barcelona, Catalonia, Spain","Bankflip is a mobile application that collects and processes income, tax, employment, and relevant data in real-time.","53,024",2020-01-01,year,,,Private,"54,397",,2024-01-24,3,Seed,2600000,EUR,2829138,Seed,2800000,EUR,3047932,2600000,EUR,2829138,Seed,2600000,EUR,2829138,"Demium, ENISA, Notion Capital, JME Ventures, Draper B1",10,"Financial Services, Information Technology",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://bankflip.io,https://www.linkedin.com/company/bankflip,,1-10
Slingshot DAO,https://www.crunchbase.com/organization/slingshot-dao,,,"SlingShot DAO is a dynamic and community-driven platform to empower creatives around the globe. SlingShot DAO is a community-driven gaming ecosystem platform that allows members to cooperate using the slingshot APP to turn ideas into game experiences. SlingShot DAO values ""community first"" and encourages an action-oriented approach.",,"Gaming, Online Games","London, England, United Kingdom",SlingShot DAO is a dynamic and community-driven platform to empower creatives around the globe.,"53,036",2022-01-01,year,,,Private,"54,409",,2024-05-08,1,Seed,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,Alphabit Fund,1,Gaming,,"Europe, Middle East, and Africa (EMEA)",https://slingshotdao.com,https://www.linkedin.com/company/slingshotdao,,1-10
SteerLight,https://www.crunchbase.com/organization/steerlight,,38040,"SteerLight is a startup that develops LiDAR-based optical sensors, also known as laser-based optical systems, to aid with mobility.",,"Manufacturing, Semiconductor","Grenoble, Rhone-Alpes, France","SteerLight is a startup that develops LiDAR-based optical sensors, also known as laser-based optical systems, to aid with mobility.","53,307",2022-01-01,year,,,Private,"54,709",,2024-03-20,2,Seed,2000000,EUR,2187511,Seed,3200000,EUR,3500018,2000000,EUR,2187511,Seed,2000000,EUR,2187511,"Bpifrance, Quantonation, LIFTT, Stellantis Ventures",4,"Hardware, Manufacturing, Science and Engineering",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://steerlight.com/,https://www.linkedin.com/company/steerlight/,,1-10
Trever,https://www.crunchbase.com/organization/trever,,8010,Trever is a fintech company that renders digital assets institutional trading and management solutions for financial institutions and banks.,,"Financial Services, FinTech, Trading Platform","Graz, Steiermark, Austria",Trever is a fintech company that renders digital assets institutional trading and management solutions for financial institutions and banks.,"53,313",2019-01-01,year,,,Private,"54,693",,2024-07-02,1,Seed,2400000,EUR,2572926,Seed,2400000,EUR,2572926,2400000,EUR,2572926,Seed,2400000,EUR,2572926,"Blockchain Founders Capital, Market One Capital, TX Ventures, Alexander von Frankenberg",4,"Financial Services, Lending and Investments",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://trever.io,https://www.linkedin.com/company/treverio,office@trever.io,11-50
vorteX-io,https://www.crunchbase.com/organization/vortex-io,,,"vorteX-io is a flood warning and forecasting system meant to monitor watercourses and reduce flood risk. It provides hydrology monitoring services with compact space-based altimeters intended to accurately measure the height of the sea surface, allowing users to get a continuous, real-time measurement of several hydrological parameters with centimeter accuracy.",,"Environmental Consulting, Information Services, Software","Toulouse, Midi-Pyrenees, France",vorteX-io is a flood warning and forecasting system meant to monitor watercourses and reduce flood risk.,"53,454",2019-01-01,year,,,Private,"54,858",,2024-06-06,2,Seed,2900000,EUR,3158598,Seed,5400000,EUR,5818973,2900000,EUR,3158598,Seed,2900000,EUR,3158598,"European Innovation Council, AFI Ventures, Banque des Territoires, SpaceFounders, MAIF Impact",5,"Information Technology, Professional Services, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.vortex-io.fr,https://www.linkedin.com/company/vortex-io,,11-50
Think Cyber Security,https://www.crunchbase.com/organization/think-cyber-security,,N1 7GU,"Think Cyber Security was founded at the end of 2016 by Dr Mike Butler and Tim Ward, the ex-global heads of Information Security and Information Services respectively, from the cyber arm of BAE Systems (previously Detica). Their mission, to deliver pragmatic, user-oriented, solutions providing measurable security risk reduction.   Despite a $1bn security awareness market (predicted to grow to $10bn by 2027), 90% of successful cyber-attacks start with the human user. In a context where technical controls can never promise to be 100% and cyber risks involve people as much as computers, ThinkCyber offer the next generation in Security Awareness. Their RedFlags™ software product applies behavioural and learning science theory in a highly innovative approach, to provide context-sensitive just-in-time guidance – delivering secure behavioural change for their customers.",,Cyber Security,"London, England, United Kingdom","Think Cyber Security Ltd, a UK company developing products that reinvent the delivery of end-user security education and awareness training.","53,641",2016-12-01,day,,"Mike Butler, Tim Ward",Private,"55,027",,2024-03-27,3,Seed,3000000,GBP,3785250,Seed,3000000,GBP,3785250,3000000,GBP,3785250,Seed,3000000,GBP,3785250,"Fuel Ventures, Stanford Angels of the United Kingdom",2,"Information Technology, Privacy and Security",,"Europe, Middle East, and Africa (EMEA)",https://www.thinkcyber.co.uk,https://www.linkedin.com/company/think-cyber-security-ltd,Info@thinkcyber.co.uk,1-10
Talentpilot,https://www.crunchbase.com/organization/supertalent,,,"Talentpilot empowers managers and HR professionals to correctly identify, interpret, and develop the cognitive and behavioral talents of their team members and job candidates. This boosts productivity and engagement at work, leading to better-performing companies.",,"Human Resources, Software","Prague, Hlavni mesto Praha, Czech Republic",Talentpilot is an AI platform empowering organizations and individuals to build better work environments.,"53,687",2020-10-07,day,,Tom Zrubecky,Private,"55,098",,2024-03-04,2,Seed,2000000,USD,2000000,Seed,2150000,USD,2150000,2000000,USD,2000000,Seed,2150000,USD,2150000,StartupYard,1,"Administrative Services, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.talentpilot.com,https://www.linkedin.com/company/talentpilot/,hello@talentpilot.com,11-50
Cue Technologies,https://www.crunchbase.com/organization/cue-technologies,,,"Transform your customer engagement and support strategies with Cue Technologies' WhatsApp integration. Drive online sales by announcing products and promotions, reducing cart abandonment with automated checkout reminders, and ensuring seamless delivery updates. Empower customers with self-service options via WhatsApp, Messenger, and your website, freeing your support team for more complex tasks. Streamline operations, increase satisfaction, and boost sales with Cue Technologies.",,"Artificial Intelligence (AI), Customer Service, Information Technology, Software","London, England, United Kingdom",Enhance sales and support with WhatsApp: Boost engagement and streamline customer service.,"53,825",2022-02-25,day,,Richard Nischk,Private,"55,216",,2024-03-01,2,Seed,1600000,GBP,2025119,Seed,2525119,USD,2525119,1600000,GBP,2025119,Seed,2525119,USD,2525119,"Index Ventures, BGF Ventures",2,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",,"Europe, Middle East, and Africa (EMEA)",https://cuetechnologies.uk,https://www.linkedin.com/company/cue-technologies-limited/,info@cuetechnologies.uk,11-50
NRJx,https://www.crunchbase.com/organization/nrjx,,,NRJx is a next-generation energy management software for manufacturers.,,"Energy Management, Software","La Rue, Picardie, France",NRJx is a next-generation energy management software for manufacturers.,"53,827",2022-01-01,year,,,Private,"55,243",,2024-09-23,1,Seed,2000000,EUR,2222099,Seed,2000000,EUR,2222099,2000000,EUR,2222099,Seed,2000000,EUR,2222099,"Bpifrance, Ring Capital",2,"Energy, Software",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://www.nrjx.tech,https://www.linkedin.com/company/nrjx,contact@nrjx.tech,1-10
Neuronostics,https://www.crunchbase.com/organization/neuronostics,,BS1 6QH,"Neuronostics Ltd is a newly established University of Exeter (UK) spin-out, focussed on the development and commercialisation of a novel and potentially revolutionary seizure susceptibility assessment technology called #BioEP.",,"Medical, Medical Device","Bristol, Bristol, City of, United Kingdom",Neuronostics develop clinical decision support systems and at-home monitoring tools for neurological conditions,"53,948",2018-01-01,year,,John Terry,Private,"55,369",,2024-04-05,7,Seed,2100000,GBP,2654189,Seed,4505402,GBP,5743497,2100000,GBP,2654189,Seed,2900000,GBP,3674595,"Innovate UK, The FSE Group, Cornwall & Isles of Scilly Investment Fund, Empirical Ventures, QantX",7,Health Care,,"Europe, Middle East, and Africa (EMEA)",https://www.neuronostics.com/,https://www.linkedin.com/company/neuronostics/,info@neuronostics.com,11-50
Ecobase,https://www.crunchbase.com/organization/ecobase,,,"Ecobase involves in  afforestation activity. It helps landowners earn extra income through carbon credits. The landowners vary from family farms to investment funds. All project writing, verification, and registration costs are covered. They offer several options, including carbon credit offtakes and pre-financing.",,"Environmental Consulting, Environmental Engineering, Forestry, GreenTech","Tallinn, Harjumaa, Estonia",Ecobase develops afforestation and other forestry carbon projects.,"54,191",2021-01-01,year,,Jaan Sepping,Private,"55,589",,2023-12-12,3,Seed,2500000,EUR,2699624,Seed,5550000,EUR,5926353,2500000,EUR,2699624,Seed,5550000,EUR,5926353,Combiwood Grupp,1,"Agriculture and Farming, Professional Services, Science and Engineering, Sustainability",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",https://ecobase.earth/,https://www.linkedin.com/company/ecobase-earth/,jaan@ecobase.earth,1-10
